t_s,pos,speed,load,voltage,temp,status,moving
1.779784,3905,0,0,120,33,0,0
1.782809,3905,0,0,120,33,0,0
1.785784,3905,0,0,120,33,0,0
1.788780,3905,0,0,120,33,0,0
1.791796,3905,0,0,120,33,0,0
1.794903,3905,0,0,120,33,0,0
1.798946,3905,0,0,120,33,0,0
1.802976,3905,0,0,120,33,0,0
1.806115,3905,0,0,120,33,0,0
1.809886,3905,0,0,120,33,0,0
1.812831,3905,0,0,120,33,0,0
1.815793,3905,0,0,120,33,0,0
1.818817,3905,0,0,119,33,0,0
1.821788,3905,0,0,120,33,0,0
1.824785,3905,0,0,120,33,0,0
1.827810,3905,0,0,120,33,0,0
1.830794,3905,0,0,120,33,0,0
1.833927,3905,0,0,120,33,0,0
1.837922,3905,0,0,120,33,0,0
1.841859,3905,0,0,120,33,0,0
1.844839,3905,0,0,120,33,0,0
1.847808,3905,0,0,120,33,0,0
1.850804,3905,0,0,120,33,0,0
1.853827,3905,0,0,119,33,0,0
1.856793,3905,0,0,120,33,0,0
1.859802,3905,0,0,119,33,0,0
1.862799,3905,0,0,120,33,0,0
1.865795,3905,0,0,119,33,0,0
1.868797,3905,0,0,120,33,0,0
1.871804,3905,0,0,120,33,0,0
1.874805,3905,0,0,119,33,0,0
1.877899,3905,0,0,120,33,0,0
1.880931,3905,0,0,120,33,0,0
1.884863,3905,0,0,120,33,0,0
1.887878,3905,0,0,119,33,0,0
1.890866,3905,0,0,120,33,0,0
1.893835,3905,0,0,120,33,0,0
1.896806,3905,0,0,119,33,0,0
1.899801,3905,0,0,120,33,0,0
1.902799,3905,0,0,120,33,0,0
1.905811,3905,0,0,119,33,0,0
1.908848,3905,0,0,120,33,0,0
1.911825,3905,0,0,120,33,0,0
1.914939,3905,0,0,120,33,0,0
1.918951,3905,0,0,120,33,0,0
1.922845,3905,0,0,120,33,0,0
1.925940,3905,0,0,120,33,0,0
1.929854,3905,0,0,120,33,0,0
1.932825,3905,0,0,120,33,0,0
1.935826,3905,0,0,120,33,0,0
1.938806,3905,0,0,120,33,0,0
1.941867,3905,0,0,120,33,0,0
1.944822,3905,0,0,120,33,0,0
1.947803,3905,0,0,120,33,0,0
1.950952,3905,0,0,119,33,0,0
1.954948,3905,0,0,120,33,0,0
1.958850,3905,0,0,119,33,0,0
1.961864,3905,0,0,120,33,0,0
1.964824,3905,0,0,120,33,0,0
1.967823,3905,0,0,120,33,0,0
1.970822,3905,0,0,120,33,0,0
1.973853,3905,0,0,120,33,0,0
1.976834,3905,0,0,120,33,0,0
1.979837,3905,0,0,120,33,0,0
1.982808,3905,0,0,119,33,0,0
1.985889,3905,0,0,120,33,0,0
1.988931,3905,0,0,120,33,0,0
1.992897,3905,0,0,120,33,0,0
1.995942,3905,0,0,120,33,0,0
1.999966,3905,0,0,120,33,0,0
2.003914,3905,0,0,120,33,0,0
2.007827,3905,0,0,120,33,0,0
2.010878,3905,0,0,120,33,0,0
2.013828,3905,0,0,120,33,0,0
2.016813,3905,0,0,120,33,0,0
2.019822,3905,0,0,120,33,0,0
2.022941,3905,0,0,120,33,0,0
2.026962,3905,0,0,119,33,0,0
2.030885,3905,0,0,119,33,0,0
2.033896,3905,0,0,120,33,0,0
2.036846,3905,0,0,120,33,0,0
2.039807,3905,0,0,120,33,0,0
2.042834,3905,0,0,120,33,0,0
2.045825,3905,0,0,120,33,0,0
2.048811,3905,0,0,120,33,0,0
2.051824,3905,0,0,120,33,0,0
2.054830,3905,0,0,120,33,0,0
2.057837,3905,0,0,119,33,0,0
2.060969,3905,0,0,120,33,0,0
2.064957,3905,0,0,120,33,0,0
2.068877,3905,0,0,120,33,0,0
2.071881,3905,0,0,120,33,0,0
2.074854,3905,0,0,120,33,0,0
2.077815,3905,0,0,120,33,0,0
2.080807,3905,0,0,120,33,0,0
2.083812,3905,0,0,120,33,0,0
2.086806,3905,0,0,120,33,0,0
2.089803,3905,0,0,120,33,0,0
2.092825,3905,0,0,120,33,0,0
2.095956,3905,0,0,120,33,0,0
2.099883,3905,0,0,119,33,0,0
2.102811,3905,0,0,120,33,0,0
2.105818,3905,0,0,120,33,0,0
2.108817,3905,0,0,120,33,0,0
2.111856,3905,0,0,120,33,0,0
